Date,Close,Daily Return,Cumulative Return,Rolling Volatility
,,,,
2020-06-04,70.3785171508789,,,
2020-06-05,71.65840148925781,0.018185724709644857,1.0181857247096449,1.0181857247096449
2020-06-08,72.05748748779297,0.00556928413474278,1.023856290312492,1.023856290312492
2020-06-09,72.25852966308594,0.0027900247746914797,1.0267128747281875,1.0267128747281875
2020-06-10,72.88652801513672,0.008690992675590037,1.0356360288023843,1.0356360288023843
2020-06-11,69.761474609375,-0.04287559705289734,0.9912325157379904,0.9912325157379904
2020-06-12,70.30985260009766,0.007860756868934615,0.9990243535447891,0.9990243535447891
2020-06-15,70.69898986816406,0.005534605089840161,1.0045535588167924,1.0045535588167924
2020-06-16,71.9793701171875,0.01811030470747932,1.0227463298619472,1.0227463298619472
2020-06-17,72.28142547607422,0.004196415700706391,1.0270381986184198,1.0270381986184198
2020-06-18,71.36481475830078,-0.01268113781287894,1.0140141856826488,1.0140141856826488
2020-06-19,70.89306640625,-0.006610377307760151,1.0073111693198653,1.0073111693198653
2020-06-22,72.18787384033203,0.018264232310987838,1.0257089345257762,1.0257089345257762
2020-06-23,72.85070037841797,0.009181965097794675,1.035126958163088,1.035126958163088
2020-06-24,71.29415130615234,-0.021366288370327724,1.0130101370750753,1.0130101370750753
2020-06-25,71.71214294433594,0.005862916249450123,1.0189493306685904,1.0189493306685904
2020-06-26,67.8028335571289,-0.05451391112717818,0.9634024174134251,0.9634024174134251
2020-06-29,69.5261001586914,0.025415849325980178,0.9878881080946899,0.9878881080946899
2020-06-30,70.56513214111328,0.014944488185736127,1.0026515902549402,1.0026515902549402
2020-07-01,71.75694274902344,0.016889511459098783,1.0195858857780347,1.0195858857780347
2020-07-02,73.14678192138672,0.01936870662431045,1.0393339456779571,1.0393339456779571
2020-07-06,74.62571716308594,0.02021873283897402,1.0603479610560964,1.0603479610560964
2020-07-07,74.14153289794922,-0.006488169005848032,1.053468244279758,1.053468244279758
2020-07-08,74.82227325439453,0.009181633152666402,1.0631408032367184,1.0631408032367184
